ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance
FNB0x202312,CUS_0xb8ap,October,Kuena Mokhothu,29,630-52-9597,Lawyer,143544.96,12156.08,5,7,18,0,,27,19,13.14,8,_,37.21,36.26867182,14 Years and 10 Months,Yes,244.4184003,56.84511411,High_spent_Large_value_payments,423.0413026
FNB0x202313,CUS_0xb8ap,November,Kuena Mokhothu,29,630-52-9597,Lawyer,143544.96,12156.08,5,7,18,0,,27,19,17.14,8,Standard,37.21,38.00337058,14 Years and 11 Months,Yes,244.4184003,135.8375924,Low_spent_Small_value_payments,394.0488242
FNB0x202314,CUS_0xb8ap,December,Kuena Mokhothu,29,630-52-9597,Lawyer,143544.96,12156.08,5,7,18,0,,27,,17.14,8,Standard,37.21,27.34019801,NA,Yes,244.4184003,62.60879933,Low_spent_Large_value_payments,447.2776173
FNB0x202315,CUS_0xb8ap,January,Kuena Mokhothu,29,630-52-9597,Lawyer,143544.96,12156.08,5,7,12,4,"Payday Loan, Home Equity Loan, Payday Loan, and Auto Loan",26,16,12.76,5,Standard,1082.08,30.96266381,9 Years and 1 Months,NM,179.6745611,321.6954723,Low_spent_Small_value_payments,541.2516333
FNB0x202316,CUS_0xb8ap,February,Kuena Mokhothu,29,630-52-9597,Lawyer,143544.96,12156.08,5,7,12,4,"Payday Loan, Home Equity Loan, Payday Loan, and Auto Loan",26,16,16.76,5,Standard,1082.08,27.4370499,9 Years and 2 Months,Yes,179.6745611,161.8299797,High_spent_Large_value_payments,651.1171259
FNB0x202317,CUS_0xb8ap,March,Kuena Mokhothu,29,630-52-9597,Lawyer,143544.96,12156.08,5,7,12,4,"Payday Loan, Home Equity Loan, Payday Loan, and Auto Loan",26,16,12.76,5,Standard,1082.08,42.2917407,9 Years and 3 Months,Yes,179.6745611,188.0563648,High_spent_Large_value_payments,624.8907408
FNB0x202318,CUS_0xb8ap,April,Kuena Mokhothu,29,630-52-9597,Lawyer,143544.96,12156.08,5,7,12,4,"Payday Loan, Home Equity Loan, Payday Loan, and Auto Loan",26,18,12.76,8,Standard,1082.08,26.43960437,9 Years and 4 Months,Yes,179.6745611,,Low_spent_Small_value_payments,375.0339285
FNB0x202319,CUS_0xb8ap,May,Kuena Mokhothu,29,630-52-9597,Lawyer,143544.96,12156.08,5,7,17,0,,29,21,10.99,6,Standard,268.83,33.32771922,NA,NM,0,167.1502219,Low_spent_Small_value_payments,347.7422781
FNB0x202320,CUS_0xb8ap,June,Kuena Mokhothu,29,630-52-9597,Lawyer,143544.96,12156.08,5,7,17,0,,29,17,10.99,6,Standard,268.83,30.61709732,21 Years and 4 Months,NM,0,165.3059553,Low_spent_Medium_value_payments,339.5865447
FNB0x202321,CUS_0xb8ap,July,Kuena Mokhothu,29,630-52-9597,Lawyer,143544.96,12156.08,5,7,2856,0,,29,20,10.99,6,Standard,268.83,32.613558,21 Years and 5 Months,Yes,0,44.61704134,High_spent_Medium_value_payments,430.2754587
FNB0x202322,CUS_0xb8ap,August,Kuena Mokhothu,29,630-52-9597,Lawyer,143544.96,12156.08,5,7,17,0,,29,20,10.99,6,_,268.83,38.63350768,21 Years and 6 Months,Yes,0,157.9294167,Low_spent_Medium_value_payments,346.9630833
FNB0x202323,CUS_0xb8ap,September,Kuena Mokhothu,29,630-52-9597,Lawyer,143544.96,12156.08,5,7,18,5,"Auto Loan, Student Loan, Payday Loan, Mortgage Loan, and Home Equity Loan",30,25,22.31,7,Bad,3323.82,25.01873989,2 Years and 1 Months,Yes,260.2658114,,High_spent_Medium_value_payments,382.7208495
FNB0x202324,CUS_0xb8ap,October,Kuena Mokhothu,29,630-52-9597,Lawyer,143544.96,12156.08,5,7,18,5,"Auto Loan, Student Loan, Payday Loan, Mortgage Loan, and Home Equity Loan",31,,22.31,9,Bad,3323.82,28.40186087,2 Years and 2 Months,Yes,260.2658114,__10000__,High_spent_Medium_value_payments,440.6590174
FNB0x202325,CUS_0xb8ap,November,Kuena Mokhothu,29,630-52-9597,Lawyer,143544.96,12156.08,5,7,18,5,"Auto Loan, Student Loan, Payday Loan, Mortgage Loan, and Home Equity Loan",31,23,22.31,9,Bad,3323.82,33.44031914,2 Years and 3 Months,Yes,260.2658114,174.5535694,High_spent_Medium_value_payments,424.2389525
FNB0x202326,CUS_0xb8ap,December,Kuena Mokhothu,29,630-52-9597,Lawyer,143544.96,12156.08,5,7,18,5_,"Auto Loan, Student Loan, Payday Loan, Mortgage Loan, and Home Equity Loan",31,25,22.31,80,Bad,3323.82,34.42379869,2 Years and 4 Months,Yes,260.2658114,812.0103506,Low_spent_Small_value_payments,
FNB0x202327,CUS_0xb8ap,January,Kuena Mokhothu,29,630-52-9597,Lawyer,143544.96,12156.08,5,7,30,6,"Home Equity Loan, Debt Consolidation Loan, Personal Loan, Mortgage Loan, Mortgage Loan, and Payday Loan",48,16,22.71,,Bad,3427.41,35.56848627,11 Years and 6 Months,NM,47.50763159,79.32369838,!@9#%8,225.82142
FNB0x202328,CUS_0xb8ap,February,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,30,6,"Home Equity Loan, Debt Consolidation Loan, Personal Loan, Mortgage Loan, Mortgage Loan, and Payday Loan",48,17,20.71,11,Bad,3427.41,33.38291646,11 Years and 7 Months,Yes,47.50763159,44.70564577,Low_spent_Small_value_payments,260.4394726
FNB0x202329,CUS_0xb8ap,March,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,30,6,"Home Equity Loan, Debt Consolidation Loan, Personal Loan, Mortgage Loan, Mortgage Loan, and Payday Loan",48,16,22.71,11,Bad,3427.41,28.16617783,11 Years and 8 Months,NM,47.50763159,27.30648995,Low_spent_Small_value_payments,277.8386285
FNB0x202330,CUS_0xb8ap,April,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,30,6,"Home Equity Loan, Debt Consolidation Loan, Personal Loan, Mortgage Loan, Mortgage Loan, and Payday Loan",48,17,22.71,11,Bad,3427.41,30.24851094,11 Years and 9 Months,NM,47.50763159,62.62053195,Low_spent_Small_value_payments,242.5245865
FNB0x202331,CUS_0xb8ap,May,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,10,4,"Home Equity Loan, Personal Loan, Payday Loan, and Home Equity Loan",13,9,10.62,0,Standard,1276.05,26.57262278,18 Years and 1 Months,Yes,73.59939081,175.6957112,Low_spent_Large_value_payments,275.7497313
FNB0x202332,CUS_0xb8ap,June,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,10,4,"Home Equity Loan, Personal Loan, Payday Loan, and Home Equity Loan",13,9,10.62,5,Standard,1276.05,41.95937646,18 Years and 2 Months,Yes,73.59939081,28.155208,High_spent_Medium_value_payments,403.2902345
FNB0x202333,CUS_0xb8ap,July,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,10,-100,"Home Equity Loan, Personal Loan, Payday Loan, and Home Equity Loan",13,9,10.62,5,Standard,1276.05,24.3745198,NA,Yes,73.59939081,28.18661069,!@9#%8,393.2588318
FNB0x202334,CUS_0xb8ap,August,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,10,4,"Home Equity Loan, Personal Loan, Payday Loan, and Home Equity Loan",13,,10.62,5,Standard,1276.05,24.47628941,18 Years and 4 Months,Yes,73.59939081,80.31185271,High_spent_Medium_value_payments,351.1335898
FNB0x202335,CUS_0xb8ap,September,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,17,1,Credit-Builder Loan,5,19,12.27,6,Standard,764.82,27.20742316,26 Years and 0 Months,Yes,74.13468473,398.260764,!@9#%8,817.2622179
FNB0x202336,CUS_0xb8ap,October,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,17,1,Credit-Builder Loan,5,22,12.27,8,_,764.82,39.53124031,NA,NM,74.13468473,200.0192391,High_spent_Medium_value_payments,975.5037429
FNB0x202337,CUS_0xb8ap,November,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,17,1,Credit-Builder Loan,5,19,12.27,8,Standard,764.82,38.50924371,26 Years and 2 Months,Yes,74.13468473,365.7848558,Low_spent_Medium_value_payments,839.7381262
FNB0x202338,CUS_0xb8ap,December,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,17,1,Credit-Builder Loan,5,19,12.27,8,Standard,764.82,40.50140632,26 Years and 3 Months,Yes,74.13468473,,High_spent_Medium_value_payments,763.6469814
FNB0x202339,CUS_0xb8ap,January,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,27,5,"Personal Loan, Home Equity Loan, Auto Loan, Payday Loan, and Not Specified",22,12,12.29,12,Standard,1328.98,27.56150123,8 Years and 3 Months,Yes,164.7108374,128.2138502,!@9#%8,387.0550624
FNB0x202340,CUS_0xb8ap,February,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,27,5,"Personal Loan, Home Equity Loan, Auto Loan, Payday Loan, and Not Specified",23,10,12.29,14,Standard,1328.98,31.54187607,8 Years and 4 Months,NM,164.7108374,73.15805641,High_spent_Medium_value_payments,422.1108562
FNB0x202341,CUS_0xb8ap,March,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,27,5,"Personal Loan, Home Equity Loan, Auto Loan, Payday Loan, and Not Specified",22,12_,12.29,14,Standard,1328.98,38.33376914,8 Years and 5 Months,Yes,164.7108374,109.6238141,Low_spent_Medium_value_payments,415.6450985
FNB0x202342,CUS_0xb8ap,April,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,27,5,"Personal Loan, Home Equity Loan, Auto Loan, Payday Loan, and Not Specified",22,12,12.29,14,Standard,1328.98,21.50426794,8 Years and 6 Months,Yes,164.7108374,457.1152206,Low_spent_Small_value_payments,78.15369198
FNB0x202343,CUS_0xb8ap,May,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,8,2,"Auto Loan, and Home Equity Loan",20,9,_,3,Good,664.62,34.81775335,21 Years and 4 Months,No,71174,__10000__,High_spent_Large_value_payments,910.2268152
FNB0x202344,CUS_0xb8ap,June,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,8,2_,"Auto Loan, and Home Equity Loan",20,9,5.95,8,Good,664.62,40.96398012,21 Years and 5 Months,No,197.0399432,71.95360466,High_spent_Large_value_payments,1069.031452
FNB0x202345,CUS_0xb8ap,July,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,8,2,"Auto Loan, and Home Equity Loan",20,7,5.95,8,Good,664.62,29.88274277,21 Years and 6 Months,No,197.0399432,313.2968758,High_spent_Small_value_payments,847.688181
FNB0x202346,CUS_0xb8ap,August,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,8,2,"Auto Loan, and Home Equity Loan",23,9,5.95,8,Good,664.62,34.50140236,21 Years and 7 Months,No,197.0399432,260.498041,High_spent_Large_value_payments,880.4870159
FNB0x202347,CUS_0xb8ap,September,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,30,3,"Debt Consolidation Loan, Personal Loan, and Payday Loan",32,20,12.52,9,Standard,1827.35,31.21119651,8 Years and 11 Months,Yes,20.14781346,30.74825247,Low_spent_Large_value_payments,291.8338091
FNB0x202348,CUS_0xb8ap,October,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,30,3,"Debt Consolidation Loan, Personal Loan, and Payday Loan",32,,12.52,9,Standard,1827.35,31.31536721,9 Years and 0 Months,Yes,20.14781346,75.38995816,Low_spent_Small_value_payments,267.1921034
FNB0x202349,CUS_0xb8ap,November,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,30,3,"Debt Consolidation Loan, Personal Loan, and Payday Loan",32,20,12.52,9,_,1827.35,31.84898294,9 Years and 1 Months,NM,20.14781346,38.53582603,Low_spent_Small_value_payments,304.0462355
FNB0x202350,CUS_0xb8ap,December,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,30,3,"Debt Consolidation Loan, Personal Loan, and Payday Loan",32,,12.52,9,_,1827.35,35.14169432,9 Years and 2 Months,Yes,20.14781346,14.12841666,High_spent_Small_value_payments,298.4536449
FNB0x202351,CUS_0xb8ap,January,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,5,1,Payday Loan,11,12,0.53,3,Good,118.8,35.05657818,33 Years and 0 Months,No,61.36791209,196.2120421,High_spent_Medium_value_payments,762.6537958
FNB0x202352,CUS_0xb8ap,February,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,5,1,Payday Loan,11,12,3.53,951,_,118.8,29.98967745,33 Years and 1 Months,No,61.36791209,151.6078536,!@9#%8,817.2579844
FNB0x202353,CUS_0xb8ap,March,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,5,1,Payday Loan,11,12,0.53,3,Good,118.8,27.06233337,33 Years and 2 Months,No,61.36791209,263.8756023,High_spent_Medium_value_payments,694.9902356
FNB0x202354,CUS_0xb8ap,April,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,5,1,Payday Loan,11,14,0.53,3,Good,118.8,41.4270341,33 Years and 3 Months,No,61.36791209,124.2006769,!@9#%8,834.6651611
FNB0x202355,CUS_0xb8ap,May,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,29,8,"Debt Consolidation Loan, Personal Loan, Auto Loan, Home Equity Loan, Auto Loan, Student Loan, Payday Loan, and Payday Loan",36,,27.43,14,_,4188.88,26.58122118,8 Years and 6 Months,Yes,95.2872903,180.6326626,Low_spent_Small_value_payments,180.3388805
FNB0x202356,CUS_0xb8ap,June,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,29,8,"Debt Consolidation Loan, Personal Loan, Auto Loan, Home Equity Loan, Auto Loan, Student Loan, Payday Loan, and Payday Loan",40,21,27.43,14,Bad,4188.88,38.83834312,8 Years and 7 Months,Yes,95.2872903,24.01145118,High_spent_Medium_value_payments,296.9600919
FNB0x202357,CUS_0xb8ap,July,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,29,8,"Debt Consolidation Loan, Personal Loan, Auto Loan, Home Equity Loan, Auto Loan, Student Loan, Payday Loan, and Payday Loan",40,21,27.43,14,Bad,4188.88,37.85404966,8 Years and 8 Months,Yes,95.2872903,92.3567718,Low_spent_Small_value_payments,268.6147712
FNB0x202358,CUS_0xb8ap,August,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,29,8,"Debt Consolidation Loan, Personal Loan, Auto Loan, Home Equity Loan, Auto Loan, Student Loan, Payday Loan, and Payday Loan",40,21,32.43,14,Bad,4188.88,30.58633415,8 Years and 9 Months,Yes,95.2872903,99.37740831,High_spent_Small_value_payments,231.5941347
FNB0x202359,CUS_0xb8ap,September,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,9,0,,3,10_,4.67,6,Good,1198.03,42.19217243,31 Years and 0 Months,NM,0,174.4932083,High_spent_Medium_value_payments,1059.168792
FNB0x202360,CUS_0xb8ap,October,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,9,0,,-2,9,3.67,6,Good,1198.03,34.24910289,31 Years and 1 Months,No,0,341.7524519,!@9#%8,891.9095481
FNB0x202361,CUS_0xb8ap,November,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,9,0,,7,10,3.67,6,Good,1198.03,33.85612013,31 Years and 2 Months,No,0,172.1533058,High_spent_Large_value_payments,1051.508694
FNB0x202362,CUS_0xb8ap,December,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,9,0,,3,10,3.67,1141,Good,1198.03,31.59396788,31 Years and 3 Months,No,0,758.6521892,!@9#%8,505.0098108
FNB0x202363,CUS_0xb8ap,January,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,18,3_,"Debt Consolidation Loan, Home Equity Loan, and Credit-Builder Loan",11,13,10.96,2,Standard,146.68,25.22470869,NA,No,79.61675439,505.5868704,Low_spent_Small_value_payments,123.5250419
FNB0x202364,CUS_0xb8ap,February,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,18,3,"Debt Consolidation Loan, Home Equity Loan, and Credit-Builder Loan",11,14,10.96,2,Standard,146.68,41.23391644,20 Years and 5 Months,No,79.61675439,82.70600209,High_spent_Large_value_payments,496.4059102
FNB0x202365,CUS_0xb8ap,March,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,18,3,"Debt Consolidation Loan, Home Equity Loan, and Credit-Builder Loan",11,13,10.96,2,Standard,146.68,38.82893379,20 Years and 6 Months,No,79.61675439,194.7975026,Low_spent_Large_value_payments,414.3144096
FNB0x202366,CUS_0xb8ap,April,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,18,3,"Debt Consolidation Loan, Home Equity Loan, and Credit-Builder Loan",11,14,10.96,2,_,146.68,31.15174953,20 Years and 7 Months,No,79.61675439,101.8496847,High_spent_Medium_value_payments,487.2622276
FNB0x202367,CUS_0xb8ap,May,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,10,7,"Home Equity Loan, Mortgage Loan, Personal Loan, Credit-Builder Loan, Home Equity Loan, Student Loan, and Not Specified",18,,6.23,8,Standard,1460.73,23.32176671,19 Years and 7 Months,NM,199.6357631,160.6190162,High_spent_Medium_value_payments,426.0523874
FNB0x202368,CUS_0xb8ap,June,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,10,7,"Home Equity Loan, Mortgage Loan, Personal Loan, Credit-Builder Loan, Home Equity Loan, Student Loan, and Not Specified",18,14,8.23,8,Standard,1460.73,25.87251976,NA,Yes,27518,__10000__,Low_spent_Small_value_payments,337.4966708
FNB0x202369,CUS_0xb8ap,July,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,10,7,"Home Equity Loan, Mortgage Loan, Personal Loan, Credit-Builder Loan, Home Equity Loan, Student Loan, and Not Specified",18,13,8.23,8,Standard,1460.73,34.51758524,19 Years and 9 Months,Yes,199.6357631,__10000__,Low_spent_Small_value_payments,92.96423325
FNB0x202370,CUS_0xb8ap,August,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,10,7_,"Home Equity Loan, Mortgage Loan, Personal Loan, Credit-Builder Loan, Home Equity Loan, Student Loan, and Not Specified",20,12,8.23,12,_,1460.73,37.31028684,19 Years and 10 Months,Yes,199.6357631,120.450148,High_spent_Large_value_payments,456.2212555
FNB0x202371,CUS_0xb8ap,September,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,7,2,"Student Loan, and Personal Loan",15,13,17.01,10,Standard,55.46,29.43348438,NA,Yes,18.46749417,78.30866008,Low_spent_Medium_value_payments,308.7855958
FNB0x202372,CUS_0xb8ap,October,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,7,2,"Student Loan, and Personal Loan",16,13,17.01,10,Standard,55.46,38.63775995,NA,Yes,18.46749417,103.827765,Low_spent_Large_value_payments,273.2664908
FNB0x202373,CUS_0xb8ap,November,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,7,2_,"Student Loan, and Personal Loan",14,10,24.01,10,_,55.46,27.50708664,14 Years and 0 Months,Yes,18.46749417,97.59998182,Low_spent_Small_value_payments,299.494274
FNB0x202374,CUS_0xb8ap,December,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,7,2,"Student Loan, and Personal Loan",16,13,17.01,10,Standard,55.46,28.92054242,14 Years and 1 Months,Yes,18.46749417,119.2448978,Low_spent_Medium_value_payments,267.8493581
FNB0x202375,CUS_0xb8ap,January,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,12,2,"Payday Loan, and Payday Loan",8,13,16.49,5,Standard,90.14,35.54620644,NA,Yes,103.3976742,198.7132256,High_spent_Medium_value_payments,523.7781002
FNB0x202376,CUS_0xb8ap,February,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,12,2,"Payday Loan, and Payday Loan",11,13,16.49,5,_,90.14,30.69728164,31 Years and 6 Months,Yes,103.3976742,247.3008279,High_spent_Small_value_payments,485.1904979
FNB0x202377,CUS_0xb8ap,March,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,12,2,"Payday Loan, and Payday Loan",10,13,16.49,5,_,90.14,31.53140178,31 Years and 7 Months,Yes,103.3976742,49.48727727,High_spent_Large_value_payments,663.0040485
FNB0x202378,CUS_0xb8ap,April,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,527,2,"Payday Loan, and Payday Loan",11,13,9.49,1933,_,90.14,32.1137194,31 Years and 8 Months,Yes,103.3976742,192.4174409,High_spent_Small_value_payments,540.0738849
FNB0x202379,CUS_0xb8ap,May,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,5,0,,14,4,-1.79,3,Good,1272.03,25.83289268,26 Years and 11 Months,No,97.91207982,58.97872604,Low_spent_Medium_value_payments,350.249149
FNB0x202380,CUS_0xb8ap,June,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,5,0,,14,4,4.21,3,Good,1272.03,38.99950794,27 Years and 0 Months,No,97.91207982,74.20500365,Low_spent_Large_value_payments,325.0228714
FNB0x202381,CUS_0xb8ap,July,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,5,0,,14,4,4.21,3,Good,1272.03,36.1862613,27 Years and 1 Months,No,97.91207982,71.51205898,Low_spent_Medium_value_payments,337.715816
FNB0x202382,CUS_0xb8ap,August,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,5,0,,18,4,4.21,3,Good,1272.03,26.49501415,27 Years and 2 Months,NM,97.91207982,66.02110073,Low_spent_Small_value_payments,353.2067743
FNB0x202383,CUS_0xb8ap,September,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,21,7,"Auto Loan, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Personal Loan, Payday Loan, and Debt Consolidation Loan",37,22,1.13,11,_,2393.46,35.8605228,9 Years and 5 Months,Yes,235.6008295,74.5454039,!@9#%8,297.8908255
FNB0x202384,CUS_0xb8ap,October,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,21,7,"Auto Loan, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Personal Loan, Payday Loan, and Debt Consolidation Loan",37,25_,1.13,11,Bad,2393.46,24.28378903,9 Years and 6 Months,Yes,235.6008295,131.0803717,High_spent_Small_value_payments,251.3558577
FNB0x202385,CUS_0xb8ap,November,Kuena Mokhothu,30,630-52-9597,Lawyer,143544.96,12156.08,5,7,21,7,"Auto Loan, Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Personal Loan, Payday Loan, and Debt Consolidation Loan",37,25,1.13,11,Bad,2393.46,31.67372477,9 Years and 7 Months,Yes,235.6008295,307.0220729,Low_spent_Small_value_payments,105.4141565
