ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance
SB0xb5a36,CUS_0x902d,September,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,3,0,,10,6,_,6,Good,157.93,36.08272205,NA,No,0,516.7657505,Low_spent_Medium_value_payments,341.5799162
SB0xb5a37,CUS_0x902d,October,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,3,0,,10,6,16.18,6,Good,157.93,27.94576568,33 Years and 4 Months,NM,0,148.7027855,High_spent_Small_value_payments,689.6428812
SB0xb5a38,CUS_0x902d,November,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,3,0,,10,3,4.18,6,Good,157.93,33.28694619,33 Years and 5 Months,No,0,135.8995697,High_spent_Medium_value_payments,692.4460969
SB0xb5a39,CUS_0x902d,December,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,3,0,,12,5,9.18,6,Good,157.93,32.60226067,33 Years and 6 Months,No,0,194.5849949,High_spent_Medium_value_payments,633.7606717
SB0xb5a40,CUS_0x902d,September,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,4,3,"Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan",11,11,10,2387,Good,1103.7,32.2871111,33 Years and 1 Months,No,74.86925046,201.1159741,!@9#%8,350.2405254
SB0xb5a41,CUS_0x902d,October,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,4,3_,"Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan",11,11,10,9,Good,1103.7,25.24702204,33 Years and 2 Months,No,74.86925046,74.62470109,High_spent_Medium_value_payments,456.7317985
SB0xb5a42,CUS_0x902d,November,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,4,3,"Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan",9,11,10,9,Good,1103.7,25.27445391,33 Years and 3 Months,No,74.86925046,118.4305097,High_spent_Medium_value_payments,412.9259898
SB0xb5a43,CUS_0x902d,December,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,4,3_,"Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan",10,8,11,1108,Good,1103.7,26.23420792,33 Years and 4 Months,No,74.86925046,166.5832628,High_spent_Small_value_payments,374.7732367
SB0xb5a44,CUS_0x902d,September,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,15,0,,10,18,8.77,11,Standard,415.74,39.44154601,26 Years and 5 Months,Yes,0,__10000__,Low_spent_Small_value_payments,251.3844254
SB0xb5a45,CUS_0x902d,October,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,15,0,,10,15,8.77,11,Standard,415.74,24.67147598,NA,Yes,0,172.2038281,Low_spent_Small_value_payments,278.8011719
SB0xb5a46,CUS_0x902d,November,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,15,0,,10,18,8.77,11,_,415.74,38.87285469,26 Years and 7 Months,Yes,0,23.76367682,High_spent_Large_value_payments,377.2413232
SB0xb5a47,CUS_0x902d,December,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,15,0,,8,18,8.77,11,_,415.74,26.61634007,26 Years and 8 Months,Yes,0,131.8166425,Low_spent_Small_value_payments,319.1883575
SB0xb5a48,CUS_0x902d,September,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,2,0,,4,3,2.74,4,Good,461.75,29.69441478,21 Years and 3 Months,No,0,329.7636934,Low_spent_Medium_value_payments,553.4129733
SB0xb5a49,CUS_0x902d,October,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,2,0,,7,6,6.74,4,Good,461.75,36.96997655,21 Years and 4 Months,No,0,408.5332567,Low_spent_Medium_value_payments,474.64341
SB0xb5a50,CUS_0x902d,November,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,2,0,,8,3_,2.74,4,Good,461.75,31.01025411,21 Years and 5 Months,No,0,208.0213353,High_spent_Medium_value_payments,645.1553314
SB0xb5a51,CUS_0x902d,December,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,2,0,,8,5,2.74,4,Good,461.75,39.28851269,21 Years and 6 Months,No,0,108.1888732,High_spent_Medium_value_payments,744.9877935
SB0xb5a52,CUS_0x902d,September,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,30,5,"Payday Loan, Home Equity Loan, Auto Loan, Mortgage Loan, and Credit-Builder Loan",42,22,0.92,10,Bad,1255.57,38.37602282,6 Years and 0 Months,NM,31.59359991,43.13085754,Low_spent_Small_value_payments,292.8257926
SB0xb5a53,CUS_0x902d,October,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,30,5,"Payday Loan, Home Equity Loan, Auto Loan, Mortgage Loan, and Credit-Builder Loan",44,23_,0.92,10,Bad,1255.57,33.190545,6 Years and 1 Months,NM,40571,94.41957789,Low_spent_Small_value_payments,241.5370722
SB0xb5a54,CUS_0x902d,November,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,30,5,"Payday Loan, Home Equity Loan, Auto Loan, Mortgage Loan, and Credit-Builder Loan",41,23,0.92,10,_,1255.57,25.59065347,6 Years and 2 Months,Yes,31.59359991,15.48666053,High_spent_Medium_value_payments,280.4699896
SB0xb5a55,CUS_0x902d,December,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,30,5,"Payday Loan, Home Equity Loan, Auto Loan, Mortgage Loan, and Credit-Builder Loan",39,23,0.92,10,Bad,1255.57,28.81445309,NA,NM,31.59359991,0,High_spent_Medium_value_payments,287.5953613
SB0xb5a56,CUS_0x902d,September,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,12,0,,9,3,1.27,0,Good,1014.5,40.55872743,23 Years and 6 Months,No,0,271.9930133,Low_spent_Small_value_payments,534.2341533
SB0xb5a57,CUS_0x902d,October,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,12,0,,9,0,1.27,0,Good,1014.5,29.9168864,23 Years and 7 Months,No,0,105.1052675,High_spent_Medium_value_payments,661.1218991
SB0xb5a58,CUS_0x902d,November,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,12,0,,9,1,1.27,3,Good,1014.5,26.79397986,23 Years and 8 Months,No,0,337.3454668,Low_spent_Large_value_payments,448.8816998
SB0xb5a59,CUS_0x902d,December,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,12,0,,9,2,1.27,3,Good,1014.5,26.96689028,23 Years and 9 Months,No,0,168.0250138,High_spent_Small_value_payments,608.2021528
SB0xb5a60,CUS_0x902d,September,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,9,2,"Student Loan, and Not Specified",21,18,11.73,6,_,37.69,38.85052681,24 Years and 9 Months,Yes,180.1007912,117.2612282,High_spent_Large_value_payments,994.0576473
SB0xb5a61,CUS_0x902d,October,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,9,2,"Student Loan, and Not Specified",16,,11.73,6,Standard,37.69,35.64501671,24 Years and 10 Months,Yes,180.1007912,405.6607547,High_spent_Small_value_payments,725.6581207
SB0xb5a62,CUS_0x902d,November,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,9,2,"Student Loan, and Not Specified",21,17,11.73,6,_,37.69,30.27509945,24 Years and 11 Months,Yes,180.1007912,391.5177949,High_spent_Medium_value_payments,729.8010806
SB0xb5a63,CUS_0x902d,December,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,9,2,"Student Loan, and Not Specified",20,18,11.73,6,Standard,37.69,37.37073954,25 Years and 0 Months,Yes,180.1007912,265.1526619,High_spent_Medium_value_payments,856.1662136
SB0xb5a64,CUS_0x902d,September,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,8,2,"Student Loan, and Personal Loan",28,14,7.22,6,Standard,998.95,27.55292517,24 Years and 3 Months,NM,12.86726798,26.12373633,High_spent_Medium_value_payments,338.208954
SB0xb5a65,CUS_0x902d,October,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,8,2,"Student Loan, and Personal Loan",28,12,7.22,6,Standard,998.95,34.23084771,24 Years and 4 Months,No,12.86726798,87.91680513,!@9#%8,286.4158852
SB0xb5a66,CUS_0x902d,November,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,8,2,"Student Loan, and Personal Loan",31,9,7.22,6,Standard,998.95,30.78833797,24 Years and 5 Months,No,12.86726798,71.81012893,Low_spent_Large_value_payments,312.5225614
SB0xb5a67,CUS_0x902d,December,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,8,2,"Student Loan, and Personal Loan",28,12,7.22,6,Standard,998.95,27.94083277,24 Years and 6 Months,No,12.86726798,80.87175261,Low_spent_Medium_value_payments,313.4609377
SB0xb5a68,CUS_0x902d,September,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,31,2,"Credit-Builder Loan, and Mortgage Loan",22,19,16.34,12,Bad,2225.58,37.43486435,20 Years and 4 Months,Yes,24.98644681,76.41839559,!@9#%8,314.4084076
SB0xb5a69,CUS_0x902d,October,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,31,2,"Credit-Builder Loan, and Mortgage Loan",18,18,16.34,12,Bad,2225.58,33.21726685,20 Years and 5 Months,Yes,24.98644681,66.60825927,Low_spent_Small_value_payments,324.2185439
SB0xb5a70,CUS_0x902d,November,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,31,2,"Credit-Builder Loan, and Mortgage Loan",19,19,16.34,12,_,2225.58,39.33395233,20 Years and 6 Months,Yes,24.98644681,48.54074585,Low_spent_Small_value_payments,342.2860573
SB0xb5a71,CUS_0x902d,December,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,31,2,"Credit-Builder Loan, and Mortgage Loan",19,21,16.34,12,Bad,2225.58,28.84826481,NA,Yes,24.98644681,78.6649233,Low_spent_Small_value_payments,312.1618799
SB0xb5a72,CUS_0x902d,September,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,13,2,"Credit-Builder Loan, and Credit-Builder Loan",7,8,12.11,5,Standard,695.39,34.49814005,31 Years and 10 Months,Yes,29.95982727,73.57978463,High_spent_Medium_value_payments,412.8634714
SB0xb5a73,CUS_0x902d,October,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,13,2,"Credit-Builder Loan, and Credit-Builder Loan",7,8,12.11,,_,695.39,33.94445662,31 Years and 11 Months,Yes,29.95982727,39.93475979,High_spent_Medium_value_payments,446.5084963
SB0xb5a74,CUS_0x902d,November,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,13,2,"Credit-Builder Loan, and Credit-Builder Loan",8,8,12.11,5,Standard,695.39,31.53450304,32 Years and 0 Months,Yes,29.95982727,180.502255,Low_spent_Large_value_payments,325.9410011
SB0xb5a75,CUS_0x902d,December,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,13,2,"Credit-Builder Loan, and Credit-Builder Loan",3,8,12.11,5,_,695.39,39.22410747,32 Years and 1 Months,Yes,29.95982727,112.7813401,Low_spent_Medium_value_payments,403.6619159
SB0xb5a76,CUS_0x902d,September,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,8,4,"Student Loan, Payday Loan, Auto Loan, and Home Equity Loan",14,9,6.67,8,Good,1010.06,37.44412718,26 Years and 11 Months,No,210.2506732,265.9172232,High_spent_Small_value_payments,658.3236036
SB0xb5a77,CUS_0x902d,October,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,8,4,"Student Loan, Payday Loan, Auto Loan, and Home Equity Loan",14,2822,6.67,8,Good,1010.06,39.52690562,27 Years and 0 Months,No,210.2506732,163.47031,High_spent_Medium_value_payments,750.7705168
SB0xb5a78,CUS_0x902d,November,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,8,4_,"Student Loan, Payday Loan, Auto Loan, and Home Equity Loan",14,9,_,8,Good,1010.06,28.50226549,27 Years and 1 Months,No,210.2506732,92.06823402,High_spent_Large_value_payments,812.1725928
SB0xb5a79,CUS_0x902d,December,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,8,4_,"Student Loan, Payday Loan, Auto Loan, and Home Equity Loan",14,,6.67,8,Good,1010.06,35.42012258,27 Years and 2 Months,No,210.2506732,452.2829899,!@9#%8,491.9578369
SB0xb5a80,CUS_0x902d,September,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,11,-100,,13,2,7.32,8,Good,820.56,28.05969173,17 Years and 10 Months,No,0,212.1985801,Low_spent_Small_value_payments,356.4398365
SB0xb5a81,CUS_0x902d,October,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,11,0,,13,,7.32,8,_,820.56,33.99218172,17 Years and 11 Months,No,0,275.4718358,Low_spent_Small_value_payments,293.1665809
SB0xb5a82,CUS_0x902d,November,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,11,0,,13,4,7.32,8,_,820.56,32.73316512,18 Years and 0 Months,No,0,__10000__,High_spent_Medium_value_payments,483.5832147
SB0xb5a83,CUS_0x902d,December,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,11,1391,,13,,7.32,8,Good,820.56,34.68577748,18 Years and 1 Months,No,0,165.5335128,Low_spent_Medium_value_payments,393.1049039
SB0xb5a84,CUS_0x902d,September,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,12,1,Debt Consolidation Loan,3,10,2.67,3,Good,6.41,36.04742414,32 Years and 11 Months,No,748.2370373,__10000__,High_spent_Large_value_payments,705.7790238
SB0xb5a85,CUS_0x902d,October,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,12,1,Debt Consolidation Loan,-2,7,2.67,3,Good,6.41,26.09187449,33 Years and 0 Months,No,748.2370373,390.2042929,High_spent_Small_value_payments,512.9528516
SB0xb5a86,CUS_0x902d,November,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,12,1_,Debt Consolidation Loan,1,10,2.67,3,_,6.41,32.86421724,33 Years and 1 Months,No,748.2370373,,High_spent_Medium_value_payments,612.8924066
SB0xb5a87,CUS_0x902d,December,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,12,1,Debt Consolidation Loan,-1,10,7.67,3,Good,6.41,39.59616671,33 Years and 2 Months,No,748.2370373,,!@9#%8,808.214166
SB0xb5a88,CUS_0x902d,September,Sebapala Mohlotsane,30,365-56-8101,Architect,117680.84,10057.73667,5,5,21,4,"Not Specified, Personal Loan, Credit-Builder Loan, and Debt Consolidation Loan",54,12,15.41,13,Standard,2454.73,39.57545619,20 Years and 5 Months,Yes,58.51794308,90.81811229,Low_spent_Small_value_payments,317.159028
