ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance
PB0xa9e67,CUS_0x3516,July,Bafokeng Masitha,35,470-35-4934,Architect,131990.84,10514.22003,5,4,3,-100,"Home Equity Loan, Mortgage Loan, Auto Loan, and Not Specified",8,1,0.67,4,_,872.16,26.70009121,26 Years and 2 Months,NM,82.7021934,178.8746814,Low_spent_Large_value_payments,254.0938752
PB0xa9e68,CUS_0x3516,August,Bafokeng Masitha,35,470-35-4934,Architect,131990.84,10514.22003,5,4,3,4,"Home Equity Loan, Mortgage Loan, Auto Loan, and Not Specified",8,3,0.67,4,Good,872.16,33.42615381,26 Years and 3 Months,NM,82.7021934,,High_spent_Small_value_payments,347.6467777
PB0xa9e69,CUS_0x3516,September,Bafokeng Masitha,35,470-35-4934,Architect,131990.84,10514.22003,5,4,9,3,"Credit-Builder Loan, Mortgage Loan, and Personal Loan",26,,5.07,3,Standard,397.04,38.94815191,29 Years and 9 Months,Yes,41.09867409,95.24287088,High_spent_Small_value_payments,372.717455
PB0xa9e70,CUS_0x3516,October,Bafokeng Masitha,35,470-35-4934,Architect,131990.84,10514.22003,5,4,9,3,"Credit-Builder Loan, Mortgage Loan, and Personal Loan",26,13,1.07,3,Standard,397.04,28.21646804,29 Years and 10 Months,Yes,41.09867409,,High_spent_Large_value_payments,392.627952
PB0xa9e71,CUS_0x3516,November,Bafokeng Masitha,35,470-35-4934,Architect,131990.84,10514.22003,5,4,9,3,"Credit-Builder Loan, Mortgage Loan, and Personal Loan",26,12,5.07,3,Standard,397.04,24.01101386,29 Years and 11 Months,Yes,41.09867409,24.32582691,High_spent_Large_value_payments,423.634499
PB0xa9e72,CUS_0x3516,December,Bafokeng Masitha,35,470-35-4934,Architect,131990.84,10514.22003,5,4,9,3_,"Credit-Builder Loan, Mortgage Loan, and Personal Loan",26,14,5.07,3,Standard,397.04,26.33727967,30 Years and 0 Months,Yes,41.09867409,329.8433225,Low_spent_Small_value_payments,168.1170034
PB0xa9e73,CUS_0x3516,January,Bafokeng Masitha,35,470-35-4934,Architect,131990.84,10514.22003,5,4,952,1,Not Specified,11,-2,5.38,2,Good,386.42,34.72566462,23 Years and 6 Months,No,47.7899986,214.8356628,High_spent_Large_value_payments,873.4948386
PB0xa9e74,CUS_0x3516,February,Bafokeng Masitha,35,470-35-4934,Architect,131990.84,10514.22003,5,4,10,1,Not Specified,11,1,5.38,2,Good,386.42,30.17813691,23 Years and 7 Months,No,47.7899986,255.0453374,High_spent_Small_value_payments,853.285164
PB0xa9e75,CUS_0x3516,March,Bafokeng Masitha,35,470-35-4934,Architect,131990.84,10514.22003,5,4,10,1,Not Specified,11,1,5.38,2,Good,386.42,27.90281625,23 Years and 8 Months,No,47.7899986,100,High_spent_Large_value_payments,942.3701443
PB0xa9e76,CUS_0x3516,April,Bafokeng Masitha,35,470-35-4934,Architect,131990.84,10514.22003,5,4,10,1,Not Specified,15,3,5.38,4,Good,386.42,42.34737473,23 Years and 9 Months,No,47.7899986,,High_spent_Large_value_payments,937.4891814
PB0xa9e77,CUS_0x3516,May,Bafokeng Masitha,35,470-35-4934,Architect,131990.84,10514.22003,5,4,9,1,Student Loan,15,0,7.77,2,Good,28.15,34.61853387,17 Years and 4 Months,No,60.07540938,288.1334993,High_spent_Medium_value_payments,615.8455913
PB0xa9e78,CUS_0x3516,June,Bafokeng Masitha,35,470-35-4934,Architect,131990.84,10514.22003,5,4,9,1,Student Loan,15,1,_,,Good,28.15,26.63551527,17 Years and 5 Months,NM,60.07540938,664.363081,Low_spent_Medium_value_payments,269.6160096
PB0xa9e79,CUS_0x3516,July,Bafokeng Masitha,35,470-35-4934,Architect,131990.84,10514.22003,5,4,9,1,Student Loan,15,2,7.77,5,_,28.15,36.9224381,17 Years and 6 Months,No,60.07540938,615.3318554,Low_spent_Medium_value_payments,318.6472352
PB0xa9e80,CUS_0x3516,August,Bafokeng Masitha,35,470-35-4934,Architect,131990.84,10514.22003,5,4,9,-100,Student Loan,15,1,7.77,5,Good,28.15,36.0867526,17 Years and 7 Months,No,60.07540938,247.1687306,High_spent_Medium_value_payments,656.81036
PB0xa9e81,CUS_0x3516,September,Bafokeng Masitha,35,470-35-4934,Architect,131990.84,10514.22003,5,4,1,2,"Credit-Builder Loan, and Payday Loan",3,12,1.69,4,Good,306.03,32.48191071,18 Years and 6 Months,NM,197.5362288,51.88722638,High_spent_Medium_value_payments,492.6872563
PB0xa9e82,CUS_0x3516,October,Bafokeng Masitha,35,470-35-4934,Architect,131990.84,10514.22003,5,4,1,2,"Credit-Builder Loan, and Payday Loan",0,9,1.69,4,_,306.03,29.23985987,18 Years and 7 Months,No,197.5362288,104.2304803,!@9#%8,440.3440024
PB0xa9e83,CUS_0x3516,November,Bafokeng Masitha,35,470-35-4934,Architect,131990.84,10514.22003,5,4,1,2,"Credit-Builder Loan, and Payday Loan",0,12,1.69,4,Good,306.03,37.14056822,18 Years and 8 Months,No,197.5362288,163.9821979,Low_spent_Small_value_payments,420.5922848
PB0xa9e84,CUS_0x3516,December,Bafokeng Masitha,35,470-35-4934,Architect,131990.84,10514.22003,5,4,1,2,"Credit-Builder Loan, and Payday Loan",0,12,1.69,4,Good,306.03,34.03709799,18 Years and 9 Months,No,197.5362288,255.0631267,Low_spent_Medium_value_payments,319.5113559
PB0xa9e85,CUS_0x3516,January,Bafokeng Masitha,35,470-35-4934,Architect,131990.84,10514.22003,5,4,11,3,"Auto Loan, Not Specified, and Debt Consolidation Loan",2,5,5.95,4,Good,1370.19,37.56437369,22 Years and 5 Months,NM,276.8366335,133.3932486,High_spent_Medium_value_payments,977.703118
PB0xa9e86,CUS_0x3516,February,Bafokeng Masitha,35,470-35-4934,Architect,131990.84,10514.22003,5,4,11,3,"Auto Loan, Not Specified, and Debt Consolidation Loan",2,8,0.95,4,_,1370.19,33.13311411,22 Years and 6 Months,No,276.8366335,193.7275664,High_spent_Large_value_payments,907.3688001
